"UniprotAC","GeneName","DrugID","DrugName","InChI","Indication","Source"
"P04150","NR3C1","DB01222","Budesonide","InChI=1S/C25H34O6/c1-4-5-21-30-20-11-17-16-7-6-14-10-15(27)8-9-23(14,2)22(16)18(28)12-24(17,3)25(20,31-21)19(29)13-26/h8-10,16-18,20-22,26,28H,4-7,11-13H2,1-3H3/t16-,17-,18-,20+,21?,22+,23-,24-,25+/m0/s1","Budesonide extended release capsules are indicated for the treatment and maintenance of mild to moderate Crohn¡¯s disease.[L10601,L10604] Various inhaled budesonide products are indicated for prophylactic therapy in asthma [L10607,L10613,L10619] and to reduce exacerbations of COPD.[L10619] A budesonide nasal spray is available over the counter for symptoms of hay fever and upper respiratory allergies.[L10616] Extended-release capsules are indicated to induce remission of mild to moderate ulcerative colitis[L10622] and a rectal foam is used for mild to moderate distal ulcerative colitis.[L10625] In addition, a delayed-release capsule formulation of budesonide is indicated to reduce proteinuria in adults with IgA nephropathy at risk of rapid disease progression.[L39479,L42515] In Europe, budesonide is indicated to treat eosinophilic esophagitis (EoE) in adults.[L42525]","DrugBank"
"P04150","NR3C1","DB00367","Levonorgestrel","InChI=1S/C21H28O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,13,16-19,23H,3,5-12H2,1H3/t16-,17+,18+,19-,20-,21-/m0/s1","**Emergency contraception**
Levonorgestrel, in the single-agent emergency contraceptive form, is indicated for the prevention of pregnancy after the confirmed or suspected failure of contraception methods or following unprotected intercourse. It is distributed by prescription for patients under 17, and over the counter for those above this age.[L7760] This levonorgestrel-only form of contraception is not indicated for regular contraception and must be taken as soon as possible within 72 hours after intercourse.[A181976,L7760] It has shown a lower efficacy when it is used off label within 96 hours.[T659]
**Long-term contraception or nonemergency contraception**
In addition to the above indication in emergency contraception, levonorgestrel is combined with other contraceptives in contraceptive formulations designed for regular use, for example with ethinyl estradiol.[L7766] It is used in various hormone-releasing intrauterine devices for long-term contraception ranging for a duration of 3-5 years.[L7778,L7781,L7787] Product labeling for Mirena specifically mentions that it is recommended in women who have had at least 1 child and can be indicated for the prevention of pregnancy for up to 8 years.[L7778,L42950] A subdermal implant is also available for the prevention of pregnancy for up to 5 years.[L7823]
**Hormone therapy and off-label uses**
Levonorgestrel is prescribed in combination with estradiol as hormone therapy during menopause to manage vasomotor symptoms and to prevent osteoporosis.[L7805]Off-label, levonorgestrel may be used to treat menorrhagia, endometrial hyperplasia, and endometriosis.[T659]","DrugBank"
"P04150","NR3C1","DB01013","Clobetasol propionate","InChI=1S/C25H32ClFO5/c1-5-21(31)32-25(20(30)13-26)14(2)10-18-17-7-6-15-11-16(28)8-9-22(15,3)24(17,27)19(29)12-23(18,25)4/h8-9,11,14,17-19,29H,5-7,10,12-13H2,1-4H3/t14-,17-,18-,19-,22-,23-,24-,25-/m0/s1","Clobetasol propionate is indicated to treat moderate to severe plaque psoriasis[L11818,L11821,L11824] as well as inflammatory and pruritic manifestations of corticosteroid responsive dermatoses.[L11815,L11827]","DrugBank"
"P04150","NR3C1","DB08867","Ulipristal","InChI=1S/C28H35NO3/c1-17(30)28(32)14-13-25-23-11-7-19-15-21(31)10-12-22(19)26(23)24(16-27(25,28)2)18-5-8-20(9-6-18)29(3)4/h5-6,8-9,15,23-25,32H,7,10-14,16H2,1-4H3/t23-,24+,25-,27-,28-/m0/s1","As the product Ella (available in Canada and the US), ulipristal is indicated for use as emergency contraception after unprotected intercourse or possible contraceptive failure when administered within 120 hours (5 days) after unprotected intercourse or a known or suspected contraceptive failure. As the product Fibristal (available in Canada), ulipristal is indicated for treatment of the signs and symptoms of uterine fibroids in adult women.","DrugBank"
"P04150","NR3C1","DB11619","Gestrinone","InChI=1S/C21H24O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,9,11,13,18-19,23H,3,5-8,10,12H2,1H3/t18-,19+,20+,21+/m1/s1","Endometriosis with or without accompanying sterility. Treatment is limited to a single course of 6 months duration per lifetime [L1699, L1700].","DrugBank"
"P04150","NR3C1","DB00394","Beclomethasone dipropionate","InChI=1S/C28H37ClO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19-,20-,21-,25-,26-,27-,28-/m0/s1","Indicated for oral inhalation use in the maintenance treatment of asthma as prophylactic therapy in patients 5 years of age and older. The aerosol form of beclomethasone diproprionate is not indicated for the relief of acute bronchospasm.[L6871]
Indicated for intranasal use to relieve the symptoms of seasonal or perennial allergic and nonallergic (vasomotor) rhinitis and prevent the recurrence of nasal polyps following surgical removal.[L6880]
Indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses in patients 13 years of age and older.[L10782] Corticosteroid-responsive dermatoses include psoriasis, contact dermatitis (dermatitis venenata), atopic dermatitis (infantile eczema, allergic dermatitis), neurodermatitis (lichen simplex chronicus, lichen planus, eczema, eczematous dermatitis), intertrigo, dyshidroses (pompholyx), seborrheic dermatitis, exfoliative dermatitis, solar dermatitis, stasis dermatitis, and anogenital and senile pruritus.[L6886]","DrugBank"
"P04150","NR3C1","DB00240","Alclometasone","InChI=1S/C22H29ClO5/c1-11-6-14-18-15(23)8-12-7-13(25)4-5-20(12,2)19(18)16(26)9-21(14,3)22(11,28)17(27)10-24/h4-5,7,11,14-16,18-19,24,26,28H,6,8-10H2,1-3H3/t11-,14+,15-,16+,18-,19+,20+,21+,22+/m1/s1","For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.","DrugBank"
"P04150","NR3C1","DB08906","Fluticasone furoate","InChI=1S/C27H29F3O6S/c1-14-9-16-17-11-19(29)18-10-15(31)6-7-24(18,2)26(17,30)21(32)12-25(16,3)27(14,23(34)37-13-28)36-22(33)20-5-4-8-35-20/h4-8,10,14,16-17,19,21,32H,9,11-13H2,1-3H3/t14-,16+,17+,19+,21+,24+,25+,26+,27+/m1/s1","Fluticasone furoate is indicated for once-daily maintenance (i.e. prophylactic) treatment of asthma in patients ¡Ý5 years old.[L40838] Fluticasone furoate is available in two combination medications - one in combination with [vilanterol] and one in combination with both vilanterol and [umeclidinium] - which are both indicated for the management of chronic obstructive pulmonary disease (COPD) and for the treatment of asthma in patients ¡Ý18 years old.[L38689,L40853,L44456] 
Fluticasone furoate is available over-the-counter as a nasal spray for the symptomatic treatment of hay fever and other upper respiratory allergies in patients ¡Ý2 years old.[L40843]","DrugBank"
"P04150","NR3C1","DB00547","Desoximetasone","InChI=1S/C22H29FO4/c1-12-8-16-15-5-4-13-9-14(25)6-7-21(13,3)22(15,23)18(27)10-20(16,2)19(12)17(26)11-24/h6-7,9,12,15-16,18-19,24,27H,4-5,8,10-11H2,1-3H3/t12-,15+,16+,18+,19-,20+,21+,22+/m1/s1","For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.","DrugBank"
"P04150","NR3C1","DB14596","Loteprednol etabonate","InChI=1S/C24H31ClO7/c1-4-30-21(29)32-24(20(28)31-13-25)10-8-17-16-6-5-14-11-15(26)7-9-22(14,2)19(16)18(27)12-23(17,24)3/h7,9,11,16-19,27H,4-6,8,10,12-13H2,1-3H3/t16-,17-,18-,19+,22-,23-,24-/m0/s1","A number of prescription loteprednol etabonate ophthalmic products are specifically indicated for the treatment of post-operative inflammation and pain following ocular surgery [FDA Label]. ","DrugBank"
"P04150","NR3C1","DB14583","Segesterone acetate","InChI=1S/C23H30O4/c1-13-11-21-20-7-5-16-12-17(26)6-8-18(16)19(20)9-10-22(21,4)23(13,14(2)24)27-15(3)25/h12,18-21H,1,5-11H2,2-4H3/t18-,19+,20+,21-,22-,23-/m0/s1","Segesterone acetate in combination with ethinyl estradiol is indicated for use by females of reproductive potential to prevent pregnancy as a combination hormonal contraceptive (CHC). It induces contraception for thirteen 28-day cycles (1 year) following vaginal administration. The vaginal system must remain in place continuously for 3 weeks (21 days) followed by a 1-week (7-day) vaginal system-free interval. The use in females with a body mass index of >29 kg/m^2 has not been adequately evaluated [FDA Label].","DrugBank"
"P04150","NR3C1","DB13158","Clobetasone","InChI=1S/C22H26ClFO4/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,24)17(26)10-20(16,3)22(12,28)18(27)11-23/h6-7,9,12,15-16,28H,4-5,8,10-11H2,1-3H3/t12-,15-,16-,19-,20-,21-,22-/m0/s1","In dermatology, topical clobestasone butyrate helps to reduce the itchiness and erythema associated with eczema and dermatitis.
In ophthalmology, clobetasone butyrate 0.1% eye drops have been shown to be safe and effective in the treatment of dry eyes in Sj?gren's Syndrome.","DrugBank"
"P04150","NR3C1","DB01260","Desonide","InChI=1S/C24H32O6/c1-21(2)29-19-10-16-15-6-5-13-9-14(26)7-8-22(13,3)20(15)17(27)11-23(16,4)24(19,30-21)18(28)12-25/h7-9,15-17,19-20,25,27H,5-6,10-12H2,1-4H3/t15-,16-,17-,19+,20+,22-,23-,24+/m0/s1","For the relief of the inflammatory and pruritic manifestations of corticosteroid responsive dermatose.","DrugBank"
"P04150","NR3C1","DB13003","Cortivazol","InChI=1S/C32H38N2O5/c1-18-11-23-25-12-19(2)32(38,28(37)17-39-20(3)35)31(25,5)15-27(36)29(23)30(4)14-21-16-33-34(26(21)13-24(18)30)22-9-7-6-8-10-22/h6-11,13,16,19,23,25,27,29,36,38H,12,14-15,17H2,1-5H3/t19-,23+,25+,27+,29-,30+,31+,32+/m1/s1",NA,"DrugBank"
"P04150","NR3C1","DB00764","Mometasone","InChI=1S/C22H28Cl2O4/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,24)17(26)10-20(16,3)22(12,28)18(27)11-23/h6-7,9,12,15-17,26,28H,4-5,8,10-11H2,1-3H3/t12-,15+,16+,17+,19+,20+,21+,22+/m1/s1","The inhaler is indicated for the maintenance treatment of asthma as prophylactic therapy. The nasal spray is indicated for the treatment of the nasal symptoms of seasonal allergic and perennial allergic rhinitis.","DrugBank"
"P46459","NSF","DB01902","1-Ethyl-Pyrrolidine-2,5-Dione","InChI=1S/C6H9NO2/c1-2-7-5(8)3-4-6(7)9/h2-4H2,1H3",NA,"DrugBank"
"P49902","NT5C2","DB00171","ATP","InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1","For nutritional supplementation, also for treating dietary shortage or imbalance","DrugBank"
"P49902","NT5C2","DB06408","Taribavirin","InChI=1S/C8H13N5O4/c9-6(10)7-11-2-13(12-7)8-5(16)4(15)3(1-14)17-8/h2-5,8,14-16H,1H2,(H3,9,10)/t3-,4-,5-,8-/m1/s1","Investigated for use/treatment in hepatitis (viral, C).","DrugBank"
"Q9Y266","NUDC","DB12695","Phenethyl Isothiocyanate","InChI=1S/C9H9NS/c11-8-10-7-6-9-4-2-1-3-5-9/h1-5H,6-7H2",NA,"DrugBank"
"P04181","OAT","DB00114","Pyridoxal phosphate","InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)","For nutritional supplementation and for treating dietary shortage or imbalance.","DrugBank"
"P04181","OAT","DB00129","Ornithine","InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1","Used for nutritional supplementation, also for treating dietary shortage or imbalance. It has been claimed that ornithine improves athletic performance, has anabolic effects, has wound-healing effects, and is immuno-enhancing.","DrugBank"
"Q6LFH8","OAT","DB11638","Artenimol","InChI=1S/C15H24O5/c1-8-4-5-11-9(2)12(16)17-13-15(11)10(8)6-7-14(3,18-13)19-20-15/h8-13,16H,4-7H2,1-3H3/t8-,9-,10+,11+,12?,13-,14-,15-/m1/s1","For the treatment of uncomplicated *Plasmodium falciparum* infection in adults, children, and infants aged 6 months and up weighing over 5 kg [FDA Label]. Used in combination with [DB13941].","DrugBank"
"P04181","OAT","DB02821","Canaline","InChI=1S/C4H10N2O3/c5-3(4(7)8)1-2-9-6/h3H,1-2,5-6H2,(H,7,8)/t3-/m0/s1",NA,"DrugBank"
"P04181","OAT","DB02054","Gabaculine","InChI=1S/C7H7NO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,8H2,(H,9,10)",NA,"DrugBank"
"P00480","OTC","DB02011","N-(Phosphonoacetyl)-L-Ornithine","InChI=1S/C7H15N2O6P/c8-5(7(11)12)2-1-3-9-6(10)4-16(13,14)15/h5H,1-4,8H2,(H,9,10)(H,11,12)(H2,13,14,15)/t5-/m0/s1",NA,"DrugBank"
"P00480","OTC","DB00155","Citrulline","InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1","Used for nutritional supplementation, also for treating dietary shortage or imbalance.","DrugBank"
"P00480","OTC","DB00129","Ornithine","InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1","Used for nutritional supplementation, also for treating dietary shortage or imbalance. It has been claimed that ornithine improves athletic performance, has anabolic effects, has wound-healing effects, and is immuno-enhancing.","DrugBank"
"P00480","OTC","DB04185","Norvaline","InChI=1S/C5H11NO2/c1-2-3-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",NA,"DrugBank"
"P13674","P4HA1","DB00172","Proline","InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1","L-Proline is extremely important for the proper functioning of joints and tendons and also helps maintain and strengthen heart muscles.","DrugBank"
"P13674","P4HA1","DB01275","Hydralazine","InChI=1S/C8H8N4/c9-11-8-7-4-2-1-3-6(7)5-10-12-8/h1-5H,9H2,(H,11,12)","Hydralazine is indicated alone or adjunct to standard therapy to treat essential hypertension.[L8782] A combination product with isosorbide dinitrate is indicated as an adjunct therapy in the treatment of heart failure.[L8785]","DrugBank"
"P13674","P4HA1","DB00126","Ascorbic acid","InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1","Used to treat vitamin C deficiency, scurvy, delayed wound and bone healing, urine acidification, and in general as an antioxidant. It has also been suggested to be an effective antiviral agent.","DrugBank"
"Q15102","PAFAH1B3","DB07821","(1R)-1,2,2-trimethylpropyl (R)-methylphosphinate","InChI=1S/C7H17O2P/c1-6(7(2,3)4)9-10(5)8/h6,10H,1-5H3/t6-/m1/s1",NA,"DrugBank"
"P00439","PAH","DB04419","D-norleucine","InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m1/s1",NA,"DrugBank"
"P00439","PAH","DB02562","Quinonoid 7,8-Tetrahydrobiopterin","InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,15-16H,2H2,1H3,(H3,10,11,13,14,17)/t3-,4+,6-/m0/s1",NA,"DrugBank"
"P00439","PAH","DB00120","Phenylalanine","InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1","L-phenylalanine may be helpful in some with depression. It may also be useful in the treatment of vitiligo. There is some evidence that L-phenylalanine may exacerbate tardive dyskinesia in some schizophrenic patients and in some who have used neuroleptic drugs.","DrugBank"
"P00439","PAH","DB04400","L-erythro-7,8-dihydrobiopterin","InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3,6,15-16H,2H2,1H3,(H4,10,11,13,14,17)/t3-,6-/m0/s1",NA,"DrugBank"
"P00439","PAH","DB06262","Droxidopa","InChI=1S/C9H11NO5/c10-7(9(14)15)8(13)4-1-2-5(11)6(12)3-4/h1-3,7-8,11-13H,10H2,(H,14,15)/t7-,8+/m0/s1","For treatment of neurogenic orthostatic hypotension (NOH) associated with various disorders including Multiple System Atrophy, Familial Amyloid Polyneuropathy, hemodialysis induced hypotension and Parkinson's Disease. Also investigated for use/treatment in neurologic disorders, nephropathy, blood (blood forming organ disorders, unspecified), and dizzy/fainting spells.","DrugBank"
"P00439","PAH","DB03673","beta-2-Thienyl-L-alanine","InChI=1S/C7H9NO2S/c8-6(7(9)10)4-5-2-1-3-11-5/h1-3,6H,4,8H2,(H,9,10)/t6-/m0/s1",NA,"DrugBank"
"P00439","PAH","DB00360","Sapropterin","InChI=1S/C9H15N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,12,15-16H,2H2,1H3,(H4,10,11,13,14,17)/t3-,4+,6-/m0/s1","For the treatment of tetrahydrobiopterin (BH4) deficiency.","DrugBank"
"P00439","PAH","DB00368","Norepinephrine","InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1","Mainly used to treat patients in vasodilatory shock states such as septic shock and neurogenic shock and has shown a survival benefit over dopamine. Also used as a vasopressor medication for patients with critical hypotension.","DrugBank"
"Q13153","PAK1","DB12010","Fostamatinib","InChI=1S/C23H26FN6O9P/c1-23(2)21(31)30(11-38-40(32,33)34)20-14(39-23)6-7-17(28-20)27-19-13(24)10-25-22(29-19)26-12-8-15(35-3)18(37-5)16(9-12)36-4/h6-10H,11H2,1-5H3,(H2,32,33,34)(H2,25,26,27,28,29)","Fostamatinib is indicated for use in the treatment of chronic immune thrombocytopenia (ITP) in patients who have had insufficient response to previous therapy [FDA Label].","DrugBank"
"Q13177","PAK2","DB12010","Fostamatinib","InChI=1S/C23H26FN6O9P/c1-23(2)21(31)30(11-38-40(32,33)34)20-14(39-23)6-7-17(28-20)27-19-13(24)10-25-22(29-19)26-12-8-15(35-3)18(37-5)16(9-12)36-4/h6-10H,11H2,1-5H3,(H2,32,33,34)(H2,25,26,27,28,29)","Fostamatinib is indicated for use in the treatment of chronic immune thrombocytopenia (ITP) in patients who have had insufficient response to previous therapy [FDA Label].","DrugBank"
